Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Profit Margin,Profit Status,Sales Category
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Furniture,Bookcases,198.74,4.00,0.30,0.00,0.00,Loss,Low Sales
First Class,Home Office,United States,Denver,Colorado,80219,West,Technology,Accessories,63.82,2.00,0.20,13.56,21.25,Profit,Low Sales
Second Class,Consumer,United States,Seattle,Washington,98103,West,Furniture,Chairs,435.17,4.00,0.20,-59.84,-13.75,Loss,Low Sales
Second Class,Consumer,United States,Seattle,Washington,98103,West,Furniture,Bookcases,48.58,1.00,0.00,7.77,16.00,Profit,Low Sales
First Class,Corporate,United States,Houston,Texas,77070,Central,Technology,Accessories,47.98,3.00,0.20,8.40,17.50,Profit,Low Sales
First Class,Corporate,United States,Houston,Texas,77070,Central,Office Supplies,Paper,20.74,4.00,0.20,7.26,35.00,Profit,Low Sales
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Art,26.46,9.00,0.00,11.91,45.00,Profit,Low Sales
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Paper,49.12,4.00,0.00,23.09,47.00,Profit,Low Sales
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Fasteners,15.00,3.00,0.00,7.20,48.00,Profit,Low Sales
Standard Class,Corporate,United States,Newport News,Virginia,23602,South,Office Supplies,Storage,194.70,5.00,0.00,9.74,5.00,Profit,Low Sales
Standard Class,Corporate,United States,Newport News,Virginia,23602,South,Furniture,Tables,591.32,4.00,0.00,112.35,19.00,Profit,High Sales
Standard Class,Corporate,United States,Newport News,Virginia,23602,South,Office Supplies,Art,2.84,1.00,0.00,0.88,31.00,Profit,Low Sales
Standard Class,Corporate,United States,Los Angeles,California,90036,West,Office Supplies,Storage,221.96,2.00,0.00,4.44,2.00,Profit,Low Sales
Standard Class,Corporate,United States,Los Angeles,California,90036,West,Technology,Accessories,236.00,4.00,0.00,40.12,17.00,Profit,Low Sales
Second Class,Corporate,United States,Seattle,Washington,98115,West,Technology,Accessories,41.94,2.00,0.00,15.10,36.00,Profit,Low Sales
Second Class,Corporate,United States,Seattle,Washington,98115,West,Technology,Phones,52.79,1.00,0.20,4.62,8.75,Profit,Low Sales
First Class,Home Office,United States,Omaha,Nebraska,68104,Central,Furniture,Chairs,563.94,3.00,0.00,112.79,20.00,Profit,High Sales
Second Class,Consumer,United States,Morristown,New Jersey,7960,East,Office Supplies,Appliances,2625.12,8.00,0.00,735.03,28.00,Profit,High Sales
Second Class,Consumer,United States,Morristown,New Jersey,7960,East,Office Supplies,Art,17.94,3.00,0.00,4.49,25.00,Profit,Low Sales
First Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Storage,422.86,3.00,0.20,15.86,3.75,Profit,Low Sales
Standard Class,Corporate,United States,New York City,New York,10024,East,Furniture,Chairs,127.76,2.00,0.10,2.84,2.22,Profit,Low Sales
Standard Class,Corporate,United States,Springfield,Virginia,22153,South,Technology,Phones,3499.93,7.00,0.00,909.98,26.00,Profit,High Sales
Standard Class,Corporate,United States,Springfield,Virginia,22153,South,Office Supplies,Labels,14.40,5.00,0.00,6.62,46.00,Profit,Low Sales
Standard Class,Corporate,United States,Springfield,Virginia,22153,South,Office Supplies,Paper,122.97,3.00,0.00,60.26,49.00,Profit,Low Sales
Standard Class,Corporate,United States,Springfield,Virginia,22153,South,Office Supplies,Art,9.32,4.00,0.00,2.70,29.00,Profit,Low Sales
Standard Class,Corporate,United States,Springfield,Virginia,22153,South,Office Supplies,Binders,122.94,3.00,0.00,59.01,48.00,Profit,Low Sales
Standard Class,Consumer,United States,Roseville,California,95661,West,Furniture,Furnishings,17.31,3.00,0.00,5.19,30.00,Profit,Low Sales
Standard Class,Consumer,United States,Rockford,Illinois,61107,Central,Office Supplies,Art,128.74,7.00,0.20,12.87,10.00,Profit,Low Sales
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Furnishings,58.25,9.00,0.20,11.65,20.00,Profit,Low Sales
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Chairs,71.25,2.00,0.30,-19.34,-27.14,Loss,Low Sales
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Art,7.87,3.00,0.20,0.59,7.50,Profit,Low Sales
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Chairs,887.27,3.00,0.30,-63.38,-7.14,Loss,High Sales
Standard Class,Consumer,United States,Detroit,Michigan,48234,Central,Office Supplies,Binders,146.86,7.00,0.00,70.49,48.00,Profit,Low Sales
Standard Class,Consumer,United States,Detroit,Michigan,48234,Central,Office Supplies,Binders,36.56,4.00,0.00,18.28,50.00,Profit,Low Sales
Standard Class,Corporate,United States,Los Angeles,California,90004,West,Technology,Phones,225.58,3.00,0.20,22.56,10.00,Profit,Low Sales
Standard Class,Consumer,United States,Springfield,Oregon,97477,West,Office Supplies,Art,5.25,2.00,0.20,0.46,8.75,Profit,Low Sales
Standard Class,Consumer,United States,Springfield,Oregon,97477,West,Office Supplies,Art,38.26,3.00,0.20,4.78,12.50,Profit,Low Sales
Standard Class,Consumer,United States,Springfield,Oregon,97477,West,Office Supplies,Paper,40.24,5.00,0.20,13.08,32.50,Profit,Low Sales
Standard Class,Consumer,United States,Springfield,Oregon,97477,West,Technology,Machines,29.93,5.00,0.70,-21.95,-73.33,Loss,Low Sales
Standard Class,Consumer,United States,Springfield,Oregon,97477,West,Office Supplies,Paper,148.70,6.00,0.20,46.47,31.25,Profit,Low Sales
Standard Class,Consumer,United States,Springfield,Oregon,97477,West,Technology,Accessories,55.92,10.00,0.20,16.78,30.00,Profit,Low Sales
Standard Class,Corporate,United States,Providence,Rhode Island,2908,East,Office Supplies,Paper,12.96,2.00,0.00,6.22,48.00,Profit,Low Sales
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Furniture,Furnishings,25.18,3.00,0.60,-33.36,-132.50,Loss,Low Sales
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Furniture,Furnishings,5.58,2.00,0.60,-1.68,-30.00,Loss,Low Sales
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Storage,1297.37,9.00,0.20,97.30,7.50,Profit,High Sales
First Class,Consumer,United States,Dallas,Texas,75220,Central,Office Supplies,Storage,264.32,2.00,0.20,19.82,7.50,Profit,Low Sales
Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Paper,25.92,4.00,0.00,12.44,48.00,Profit,Low Sales
Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Art,22.96,7.00,0.00,6.66,29.00,Profit,Low Sales
First Class,Consumer,United States,Moreno Valley,California,92553,West,Office Supplies,Paper,19.44,3.00,0.00,9.33,48.00,Profit,Low Sales
First Class,Consumer,United States,Garden City,Kansas,67846,Central,Office Supplies,Paper,9.54,2.00,0.00,4.29,45.00,Profit,Low Sales
First Class,Consumer,United States,Garden City,Kansas,67846,Central,Office Supplies,Fasteners,5.81,1.00,0.00,1.80,31.00,Profit,Low Sales
First Class,Consumer,United States,Garden City,Kansas,67846,Central,Office Supplies,Art,5.76,2.00,0.00,1.73,30.00,Profit,Low Sales
Second Class,Consumer,United States,New York City,New York,10035,East,Furniture,Furnishings,14.91,3.00,0.00,4.62,31.00,Profit,Low Sales
Standard Class,Corporate,United States,Orlando,Florida,32839,South,Office Supplies,Binders,6.64,9.00,0.70,-4.43,-66.67,Loss,Low Sales
Standard Class,Consumer,United States,Watertown,New York,13601,East,Office Supplies,Paper,18.54,2.00,0.00,8.71,47.00,Profit,Low Sales
Standard Class,Consumer,United States,Watertown,New York,13601,East,Office Supplies,Binders,679.96,5.00,0.20,220.99,32.50,Profit,High Sales
First Class,Corporate,United States,Los Angeles,California,90032,West,Furniture,Tables,189.58,1.00,0.20,9.48,5.00,Profit,Low Sales
First Class,Corporate,United States,Los Angeles,California,90032,West,Technology,Phones,71.96,5.00,0.20,7.20,10.00,Profit,Low Sales
Standard Class,Consumer,United States,Los Angeles,California,90004,West,Technology,Phones,539.92,5.00,0.20,47.24,8.75,Profit,High Sales
Standard Class,Consumer,United States,Los Angeles,California,90004,West,Furniture,Chairs,725.34,4.00,0.20,54.40,7.50,Profit,High Sales
Standard Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Art,7.44,3.00,0.00,2.60,35.00,Profit,Low Sales
Standard Class,Home Office,United States,Newark,Delaware,19711,East,Office Supplies,Appliances,39.48,1.00,0.00,11.05,28.00,Profit,Low Sales
Second Class,Home Office,United States,Detroit,Michigan,48234,Central,Office Supplies,Appliances,850.50,5.00,0.10,245.70,28.89,Profit,High Sales
Second Class,Home Office,United States,Detroit,Michigan,48234,Central,Furniture,Furnishings,75.33,9.00,0.00,19.59,26.00,Profit,Low Sales
Second Class,Corporate,United States,Phoenix,Arizona,85023,West,Office Supplies,Appliances,325.63,6.00,0.20,28.49,8.75,Profit,Low Sales
Second Class,Corporate,United States,Phoenix,Arizona,85023,West,Technology,Accessories,23.34,2.00,0.20,-1.46,-6.25,Loss,Low Sales
Second Class,Corporate,United States,Phoenix,Arizona,85023,West,Office Supplies,Labels,16.52,5.00,0.20,5.37,32.50,Profit,Low Sales
First Class,Home Office,United States,Brownsville,Texas,78521,Central,Office Supplies,Envelopes,335.72,5.00,0.20,113.31,33.75,Profit,Low Sales
First Class,Home Office,United States,Brownsville,Texas,78521,Central,Technology,Phones,251.94,7.00,0.20,88.18,35.00,Profit,Low Sales
First Class,Home Office,United States,Brownsville,Texas,78521,Central,Furniture,Chairs,127.30,7.00,0.30,-9.09,-7.14,Loss,Low Sales
Second Class,Consumer,United States,Louisville,Kentucky,40214,South,Furniture,Chairs,1207.84,8.00,0.00,314.04,26.00,Profit,High Sales
Second Class,Consumer,United States,Louisville,Kentucky,40214,South,Office Supplies,Binders,12.53,1.00,0.00,5.89,47.00,Profit,Low Sales
Second Class,Consumer,United States,Louisville,Kentucky,40214,South,Office Supplies,Art,34.58,1.00,0.00,10.03,29.00,Profit,Low Sales
Second Class,Consumer,United States,Louisville,Kentucky,40214,South,Furniture,Chairs,300.98,1.00,0.00,87.28,29.00,Profit,Low Sales
Second Class,Consumer,United States,Louisville,Kentucky,40214,South,Furniture,Chairs,258.75,3.00,0.00,77.63,30.00,Profit,Low Sales
Standard Class,Corporate,United States,Newark,Delaware,19711,East,Office Supplies,Art,59.52,3.00,0.00,15.48,26.00,Profit,Low Sales
Standard Class,Corporate,United States,Newark,Delaware,19711,East,Office Supplies,Envelopes,57.96,7.00,0.00,27.24,47.00,Profit,Low Sales
Standard Class,Corporate,United States,Newark,Delaware,19711,East,Furniture,Bookcases,441.96,2.00,0.00,101.65,23.00,Profit,Low Sales
Standard Class,Corporate,United States,Newark,Delaware,19711,East,Office Supplies,Paper,68.04,6.00,0.00,33.34,49.00,Profit,Low Sales
First Class,Home Office,United States,Pueblo,Colorado,81001,West,Technology,Machines,703.71,6.00,0.70,-938.28,-133.33,Loss,High Sales
First Class,Home Office,United States,Pueblo,Colorado,81001,West,Office Supplies,Binders,17.90,4.00,0.70,-14.92,-83.33,Loss,Low Sales
First Class,Home Office,United States,Pueblo,Colorado,81001,West,Office Supplies,Binders,11.98,4.00,0.70,-9.18,-76.67,Loss,Low Sales
First Class,Home Office,United States,Pueblo,Colorado,81001,West,Technology,Accessories,67.96,5.00,0.20,0.85,1.25,Profit,Low Sales
Standard Class,Corporate,United States,Los Angeles,California,90036,West,Furniture,Chairs,892.22,3.00,0.20,89.22,10.00,Profit,High Sales
Standard Class,Consumer,United States,Greenville,North Carolina,27834,South,Technology,Machines,1299.99,2.00,0.50,-572.00,-44.00,Loss,High Sales
First Class,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Binders,4.54,2.00,0.20,1.65,36.25,Profit,Low Sales
First Class,Corporate,United States,San Francisco,California,94110,West,Furniture,Chairs,1352.03,4.00,0.20,84.50,6.25,Profit,High Sales
Standard Class,Corporate,United States,Marion,Ohio,43302,East,Furniture,Tables,1548.99,9.00,0.40,-464.70,-30.00,Loss,High Sales
Standard Class,Corporate,United States,Marion,Ohio,43302,East,Office Supplies,Envelopes,19.87,3.00,0.20,6.71,33.75,Profit,Low Sales
First Class,Consumer,United States,Dallas,Texas,75081,Central,Technology,Accessories,119.45,3.00,0.20,-13.44,-11.25,Loss,Low Sales
First Class,Consumer,United States,Dallas,Texas,75081,Central,Office Supplies,Storage,118.16,2.00,0.20,-25.11,-21.25,Loss,Low Sales
Standard Class,Corporate,United States,Huntsville,Alabama,35810,South,Office Supplies,Art,19.56,4.00,0.00,5.48,28.00,Profit,Low Sales
Second Class,Consumer,United States,Las Vegas,Nevada,89115,West,Furniture,Furnishings,80.96,4.00,0.00,29.15,36.00,Profit,Low Sales
Second Class,Consumer,United States,Las Vegas,Nevada,89115,West,Office Supplies,Paper,25.92,4.00,0.00,12.44,48.00,Profit,Low Sales
Same Day,Home Office,United States,Los Angeles,California,90049,West,Office Supplies,Appliances,106.96,2.00,0.00,31.02,29.00,Profit,Low Sales
Same Day,Home Office,United States,Los Angeles,California,90049,West,Furniture,Furnishings,187.76,4.00,0.00,76.98,41.00,Profit,Low Sales
First Class,Home Office,United States,Lakewood,Ohio,44107,East,Office Supplies,Binders,76.78,4.00,0.70,-53.74,-70.00,Loss,Low Sales
Standard Class,Corporate,United States,Fremont,Nebraska,68025,Central,Office Supplies,Binders,53.90,5.00,0.00,25.87,48.00,Profit,Low Sales
Standard Class,Consumer,United States,Huntsville,Texas,77340,Central,Furniture,Furnishings,76.73,3.00,0.60,-53.71,-70.00,Loss,Low Sales
Standard Class,Consumer,United States,Huntsville,Texas,77340,Central,Office Supplies,Binders,10.43,7.00,0.80,-18.25,-175.00,Loss,Low Sales
First Class,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Art,99.20,5.00,0.00,25.79,26.00,Profit,Low Sales
Standard Class,Consumer,United States,Asheville,North Carolina,28806,South,Office Supplies,Art,15.92,5.00,0.20,2.79,17.50,Profit,Low Sales
Standard Class,Corporate,United States,Bossier City,Louisiana,71111,South,Furniture,Furnishings,129.92,4.00,0.00,10.39,8.00,Profit,Low Sales
Standard Class,Home Office,United States,Providence,Rhode Island,2908,East,Office Supplies,Binders,30.40,1.00,0.00,13.98,46.00,Profit,Low Sales
Standard Class,Home Office,United States,Providence,Rhode Island,2908,East,Technology,Copiers,5399.91,9.00,0.00,2591.96,48.00,Profit,High Sales
Standard Class,Home Office,United States,Providence,Rhode Island,2908,East,Office Supplies,Storage,119.10,3.00,0.00,34.54,29.00,Profit,Low Sales
Second Class,Home Office,United States,Everett,Massachusetts,2149,East,Office Supplies,Paper,40.08,6.00,0.00,19.24,48.00,Profit,Low Sales
Second Class,Home Office,United States,Everett,Massachusetts,2149,East,Office Supplies,Paper,59.94,3.00,0.00,28.17,47.00,Profit,Low Sales
Second Class,Home Office,United States,Everett,Massachusetts,2149,East,Technology,Accessories,259.98,2.00,0.00,88.39,34.00,Profit,Low Sales
Second Class,Home Office,United States,Everett,Massachusetts,2149,East,Furniture,Bookcases,170.98,1.00,0.00,32.49,19.00,Profit,Low Sales
Second Class,Home Office,United States,Everett,Massachusetts,2149,East,Furniture,Furnishings,38.97,3.00,0.00,4.68,12.00,Profit,Low Sales
Second Class,Home Office,United States,Everett,Massachusetts,2149,East,Office Supplies,Paper,154.90,5.00,0.00,69.71,45.00,Profit,Low Sales
Second Class,Home Office,United States,Everett,Massachusetts,2149,East,Furniture,Tables,446.07,4.00,0.30,0.00,0.00,Loss,Low Sales
Second Class,Consumer,United States,Rancho Cucamonga,California,91730,West,Office Supplies,Appliances,152.94,3.00,0.00,41.29,27.00,Profit,Low Sales
Same Day,Consumer,United States,Charlotte,North Carolina,28205,South,Technology,Accessories,23.47,3.00,0.20,4.99,21.25,Profit,Low Sales
Standard Class,Home Office,United States,Providence,Rhode Island,2908,East,Office Supplies,Paper,195.64,4.00,0.00,91.95,47.00,Profit,Low Sales
Standard Class,Home Office,United States,Providence,Rhode Island,2908,East,Office Supplies,Paper,14.94,3.00,0.00,7.02,47.00,Profit,Low Sales
Standard Class,Home Office,United States,Providence,Rhode Island,2908,East,Technology,Accessories,1687.80,4.00,0.00,742.63,44.00,Profit,High Sales
Standard Class,Home Office,United States,Providence,Rhode Island,2908,East,Furniture,Bookcases,341.96,2.00,0.00,78.65,23.00,Profit,Low Sales
Standard Class,Home Office,United States,Providence,Rhode Island,2908,East,Furniture,Chairs,605.88,6.00,0.00,151.47,25.00,Profit,High Sales
First Class,Home Office,United States,Midland,Michigan,48640,Central,Office Supplies,Appliances,186.73,1.00,0.10,41.50,22.22,Profit,Low Sales
First Class,Home Office,United States,Midland,Michigan,48640,Central,Office Supplies,Binders,3812.97,3.00,0.00,1906.49,50.00,Profit,High Sales
Standard Class,Consumer,United States,Rochester,New York,14609,East,Office Supplies,Binders,26.42,9.00,0.20,9.58,36.25,Profit,Low Sales
Standard Class,Consumer,United States,Rochester,New York,14609,East,Technology,Phones,625.99,1.00,0.00,187.80,30.00,Profit,High Sales
Standard Class,Corporate,United States,Jackson,Michigan,49201,Central,Furniture,Tables,1568.61,9.00,0.00,329.41,21.00,Profit,High Sales
Standard Class,Corporate,United States,Jackson,Michigan,49201,Central,Office Supplies,Binders,17.30,1.00,0.00,8.30,48.00,Profit,Low Sales
Standard Class,Corporate,United States,Jackson,Michigan,49201,Central,Technology,Accessories,160.00,8.00,0.00,62.40,39.00,Profit,Low Sales
First Class,Corporate,United States,Suffolk,Virginia,23434,South,Office Supplies,Appliances,179.94,3.00,0.00,50.38,28.00,Profit,Low Sales
First Class,Corporate,United States,Suffolk,Virginia,23434,South,Furniture,Tables,872.94,3.00,0.00,157.13,18.00,Profit,High Sales
